"","year","month","summit","PE","temp","precip","D","spei_3","spei_12","date","region"
"13043","2022","07","QSS",-348.042130470276,18.7706980428388,149.67309923497,-198.369031235305,-0.0929052991377916,0.0717627047425998,2022-07-01,"HQM"
"13044","2022","07","SEN",-316.492490470409,16.974844233195,239.272246673973,-77.220243796436,-0.282068510170725,0.224543626056491,2022-07-01,"DAS"
"13045","2022","07","SMN",-355.900585651398,19.0452092365553,184.933404043587,-170.967181607811,0.170190272536074,0.585561240148585,2022-07-01,"HQM"
"13046","2022","07","SMZ",-268.549427390099,19.1017711065149,290.634358838471,22.0849314483722,-0.146717037169589,0.468794293449015,2022-07-01,"NAH"
"13047","2022","07","SUN",-337.149858474731,17.0246279193509,238.857919886978,-98.291938587753,-0.279071603054685,0.417196847154391,2022-07-01,"DAS"
"13048","2022","07","TSW",-273.674197494984,16.71190478007,214.146474913033,-59.5277225819508,-0.0319330320522217,0.024213513463397,2022-07-01,"SYU"
"13049","2022","07","YAT",-337.149858474731,17.0246279193509,238.857919886978,-98.291938587753,-0.279071603054685,0.417196847154391,2022-07-01,"DAS"
"13050","2022","07","ZNF",-268.549427390099,19.1017711065149,290.634358838471,22.0849314483722,-0.146717037169589,0.468794293449015,2022-07-01,"NAH"
"13051","2022","08","DSH",-253.376342356205,17.7155750725859,331.412653640069,78.0363112838636,-1.19104583741896,-0.269065473550673,2022-08-01,"SYU"
"13052","2022","08","HUU",-321.985982358456,18.2768149919407,187.962095454491,-134.023886903964,-1.73951258565983,-0.949593369383476,2022-08-01,"SAC"
"13053","2022","08","JIA",-321.985982358456,18.2768149919407,187.962095454491,-134.023886903964,-1.73951258565983,-0.949593369383476,2022-08-01,"SAC"
"13054","2022","08","JNJ",-294.27532106638,17.0043803061209,255.51127941922,-38.7640416471591,-1.18626713336827,-0.231373887376036,2022-08-01,"SYU"
"13055","2022","08","LIN",-353.611931204796,18.7445254254085,176.404978349961,-177.206952854835,-1.39344314561381,-0.117898954636747,2022-08-01,"NAH"
"13056","2022","08","MIN",-321.985982358456,18.2768149919407,187.962095454491,-134.023886903964,-1.73951258565983,-0.949593369383476,2022-08-01,"SAC"
"13057","2022","08","QNS",-364.353165030479,18.4927508118332,122.55149634198,-241.801668688499,-1.63958710651583,-0.678232671826406,2022-08-01,"HQM"
"13058","2022","08","QSS",-364.353165030479,18.4927508118332,122.55149634198,-241.801668688499,-1.63958710651583,-0.678232671826406,2022-08-01,"HQM"
"13059","2022","08","SEN",-323.142856359482,16.4532709101195,247.6371184142,-75.5057379452815,-1.69014760071054,-0.741655032814359,2022-08-01,"DAS"
"13060","2022","08","SMN",-353.611931204796,18.7445254254085,176.404978349961,-177.206952854835,-1.39344314561381,-0.117898954636747,2022-08-01,"HQM"
"13061","2022","08","SMZ",-282.816208899021,18.7716932891518,177.879180029191,-104.937028869831,-1.56207727109002,-0.635460519402919,2022-08-01,"NAH"
"13062","2022","08","SUN",-346.700042486191,16.4650579144878,199.71091599778,-146.98912648841,-1.83391427211487,-0.745046420781797,2022-08-01,"DAS"
"13063","2022","08","TSW",-260.573774576187,16.3285124255765,278.755228236474,18.1814536602865,-1.28855018036663,-0.409321287905737,2022-08-01,"SYU"
"13064","2022","08","YAT",-346.700042486191,16.4650579144878,199.71091599778,-146.98912648841,-1.83391427211487,-0.745046420781797,2022-08-01,"DAS"
"13065","2022","08","ZNF",-282.816208899021,18.7716932891518,177.879180029191,-104.937028869831,-1.56207727109002,-0.635460519402919,2022-08-01,"NAH"
"13066","2022","09","DSH",-232.989244163036,16.1092915217082,286.450699086959,53.4614549239229,-1.22717221170514,-0.110270802640929,2022-09-01,"SYU"
"13067","2022","09","HUU",-227.662183344364,16.9672260920207,245.581999536331,17.9198161919665,-1.65249546336253,-0.719659702417201,2022-09-01,"SAC"
"13068","2022","09","JIA",-227.662183344364,16.9672260920207,245.581999536331,17.9198161919665,-1.65249546336253,-0.719659702417201,2022-09-01,"SAC"
"13069","2022","09","JNJ",-264.174729585648,15.185227394104,306.965619440849,42.7908898552012,-1.10399543990563,0.030077227626845,2022-09-01,"SYU"
"13070","2022","09","LIN",-277.720853686333,16.7506706449721,274.497941251571,-3.22291243476161,-1.36977065311837,0.175213568294127,2022-09-01,"NAH"
"13071","2022","09","MIN",-227.662183344364,16.9672260920207,245.581999536331,17.9198161919665,-1.65249546336253,-0.719659702417201,2022-09-01,"SAC"
"13072","2022","09","QNS",-252.838782966137,16.8180371814304,267.447173710639,14.6083907445025,-1.55962855084269,-0.312340904051334,2022-09-01,"HQM"
"13073","2022","09","QSS",-252.838782966137,16.8180371814304,267.447173710639,14.6083907445025,-1.55962855084269,-0.312340904051334,2022-09-01,"HQM"
"13074","2022","09","SEN",-241.324178874493,15.108553674486,267.487809177215,26.1636303027224,-1.69390994487944,-0.515809674982165,2022-09-01,"DAS"
"13075","2022","09","SMN",-277.720853686333,16.7506706449721,274.497941251571,-3.22291243476161,-1.36977065311837,0.175213568294127,2022-09-01,"HQM"
"13076","2022","09","SMZ",-232.808463275433,16.7441900677151,324.453413601692,91.644950326259,-1.56323745782702,-0.330851654672364,2022-09-01,"NAH"
"13077","2022","09","SUN",-246.029250323772,15.2418788697985,251.158729310806,5.12947898703331,-1.84557806191913,-0.491222329878433,2022-09-01,"DAS"
"13078","2022","09","TSW",-228.536143898964,14.6102436701457,360.124871249969,131.588727351005,-1.07781158108481,-0.0954814532060005,2022-09-01,"SYU"
"13079","2022","09","YAT",-246.029250323772,15.2418788697985,251.158729310806,5.12947898703331,-1.84557806191913,-0.491222329878433,2022-09-01,"DAS"
"13080","2022","09","ZNF",-232.808463275433,16.7441900677151,324.453413601692,91.644950326259,-1.56323745782702,-0.330851654672364,2022-09-01,"NAH"
"13081","2022","10","DSH",-215.831466019154,15.4398615314115,173.330728153264,-42.5007378658897,-1.00110529118223,-0.286189656046558,2022-10-01,"SYU"
"13082","2022","10","HUU",-215.975232422352,15.6579368632327,276.451651195561,60.4764187732094,-1.43528726530881,-0.87295325596133,2022-10-01,"SAC"
"13083","2022","10","JIA",-215.975232422352,15.6579368632327,276.451651195561,60.4764187732094,-1.43528726530881,-0.87295325596133,2022-10-01,"SAC"
"13084","2022","10","JNJ",-243.571788072586,14.3114934408537,197.616879085576,-45.9549089870102,-0.878339352881754,-0.114914711300016,2022-10-01,"SYU"
"13085","2022","10","LIN",-255.306772887707,15.3002865986158,256.959263423955,1.65249053624802,-1.15131159463771,-0.086480784013261,2022-10-01,"NAH"
"13086","2022","10","MIN",-215.975232422352,15.6579368632327,276.451651195561,60.4764187732094,-1.43528726530881,-0.87295325596133,2022-10-01,"SAC"
